date,frequency,country_code,country_name,metric_code,metric_name_pt,display_name_pt,value,unit,theme,subcategory,metric_type,source,dataset,api_url,collected_at_utc,country_name_norm,country_code_norm,partner_type,partner_type_pt,is_country
2015,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,27123373122.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:11+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2016,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,22274482959.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:37+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2017,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,22066320718.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:03+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2018,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,26089723782.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:29+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2019,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,26734653851.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:56+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2020,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,21980212922.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:23+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2021,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,26725403760.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:49+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2022,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,30596352519.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:16+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2023,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,28677856449.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:44+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2024,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,32374589622.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:12+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2025,A,7XXX,AFRICA,exports_total,Exportações totais,AFRICA - Exportações totais,40419358448.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:39+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2015,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,25388206295.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:11+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2016,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,26556310776.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:37+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2017,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,33410089495.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:03+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2018,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,35808203173.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:29+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2019,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,30166603587.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:56+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2020,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,23731778955.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:23+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2021,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,37625474269.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:49+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2022,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,41799481635.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:16+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2023,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,38556426034.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:44+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2024,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,39582330445.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:12+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2025,A,7XXX,AFRICA,imports_total,Importações totais,AFRICA - Importações totais,43016576429.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:39+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2015,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,1735166827.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:11+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2016,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-4281827817.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:37+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2017,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-11343768777.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:03+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2018,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-9718479391.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:29+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2019,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-3431949736.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:56+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2020,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-1751566033.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:23+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2021,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-10900070509.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:49+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2022,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-11203129116.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:16+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2023,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-9878569585.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:44+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2024,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-7207740823.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:12+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2025,A,7XXX,AFRICA,trade_balance,Saldo comercial,AFRICA - Saldo comercial,-2597217981.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2025-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:39+00:00,AFRICA,7XXX,group_or_region,bloco_ou_regiao,False
2015,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,936442035089.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2015-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:11+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2016,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,905563779737.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2016-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:41:37+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2017,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,972913072325.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2017-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:03+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2018,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,1031583864774.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2018-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:29+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2019,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,995201337977.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2019-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:42:56+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2020,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,889580745506.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2020-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:23+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2021,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,1102810695743.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2021-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:43:49+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2022,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,1246802054300.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2022-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:16+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2023,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,1210210004859.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2023-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:44:44+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
2024,A,0026,APEC,exports_total,Exportações totais,APEC - Exportações totais,1234302312720.0,usd_nominal,trade_country,country_annual,level,US Census International Trade API,intltrade_timeseries_hs,https://api.census.gov/data/timeseries/intltrade/exports/hs?get=CTY_CODE%2CCTY_NAME%2CALL_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b || https://api.census.gov/data/timeseries/intltrade/imports/hs?get=CTY_CODE%2CCTY_NAME%2CGEN_VAL_YR&time=2024-12&key=0501158393b205ca9d1df91baf0761f84814039b,2026-04-07T14:45:12+00:00,APEC,0026,group_or_region,bloco_ou_regiao,False
